tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,genres,averageRating,numVotes,sortedTitle
tt0367594,movie,Charlie and the Chocolate Factory,Charlie and the Chocolate Factory,0,2005,\N,Adventure Comedy Family,6.6,414046,Charlie and the Chocolate Factory (2005)
tt0073972,tvSeries,Charlie's Angels,Charlie's Angels,0,1976,1981,Action Adventure Crime,6.5,10132,Charlie's Angels (1976–1981)
tt4574736,tvSeries,Charlotte,Charlotte,0,2015,2016,Animation Drama Family,7.5,3426,Charlotte (2015–2016)
tt0245046,movie,Charlotte Gray,Charlotte Gray,0,2001,\N,Drama Romance Thriller,6.4,10440,Charlotte Gray (2001)
tt0070016,movie,Charlotte's Web,Charlotte's Web,0,1973,\N,Animation Family Musical,6.9,16412,Charlotte's Web (1973)
tt0062794,movie,Charly,Charly,0,1968,\N,Drama Romance Sci-Fi,7.0,6060,Charly (1968)
tt0158552,tvSeries,Charmed,Charmed,0,1998,2006,Drama Fantasy Mystery,7.1,73170,Charmed (1998–2006)
tt0057935,movie,Charulata,Charulata,0,1964,\N,Drama Romance,8.2,4779,Charulata (1964)
tt1582458,tvSeries,Chase,Chase,0,2010,2011,Action Crime Drama,7.0,3464,Chase (2010–2011)
tt0118842,movie,Chasing Amy,Chasing Amy,0,1997,\N,Comedy Drama Romance,7.2,130324,Chasing Amy (1997)
tt6333054,movie,Chasing Coral,Chasing Coral,0,2017,\N,Documentary,8.1,3900,Chasing Coral (2017)
tt1579361,movie,Chasing Ice,Chasing Ice,0,2012,\N,Biography Documentary,7.8,8102,Chasing Ice (2012)
tt2399794,tvSeries,Chasing Life,Chasing Life,0,2014,2015,Drama Family Romance,7.8,5493,Chasing Life (2014–2015)
tt1629757,movie,Chasing Mavericks,Chasing Mavericks,0,2012,\N,Biography Drama Sport,7.2,30203,Chasing Mavericks (2012)
tt6015328,movie,Chasing the Dragon,Chui lung,0,2017,\N,Action Biography Crime,6.8,3342,Chasing the Dragon (2017)
tt0066907,movie,Chato's Land,Chato's Land,0,1972,\N,Western,6.7,4548,Chato's Land (1972)
tt0892255,movie,Che: Part One,Che: Part One,0,2008,\N,Biography Drama History,7.2,43565,Che: Part One (2008)
tt0374569,movie,Che: Part Two,Che: Part Two,0,2008,\N,Biography Drama History,6.9,31725,Che: Part Two (2008)
tt0245910,movie,Cheap Smokes,Ftina tsigara,0,2000,\N,Comedy Romance,7.5,2604,Cheap Smokes (2000)
tt2389182,movie,Cheap Thrills,Cheap Thrills,0,2013,\N,Comedy Crime Drama,6.7,17302,Cheap Thrills (2013)
tt0218094,tvMovie,Cheaters,Cheaters,0,2000,\N,Drama,6.7,3581,Cheaters (2000– )
tt1657563,tvSeries,Check It Out! with Dr. Steve Brule,Check It Out! with Dr. Steve Brule,0,2010,2017,Comedy Talk-Show,8.5,5419,Check It Out! with Dr. Steve Brule (2010–2017)
tt7367960,movie,Checkered Ninja,Ternet ninja,0,2018,\N,Action Adventure Animation,7.3,3532,Checkered Ninja (2018)
tt11426660,tvSeries,Cheer,Cheer,0,2020,\N,Documentary Reality-TV,8.2,3462,Cheer (2020– )
tt0083399,tvSeries,Cheers,Cheers,0,1982,1993,Comedy Drama,7.8,46325,Cheers (1982–1993)
tt2883512,movie,Chef,Chef,0,2014,\N,Adventure Comedy Drama,7.3,188786,Chef (2014)
tt4295140,tvSeries,Chef's Table,Chef's Table,0,2015,\N,Documentary,8.6,12522,Chef's Table (2015– )
tt7892050,movie,Chekka Chivantha Vaanam,Chekka Chivantha Vaanam,0,2018,\N,Action Crime Drama,7.3,5134,Chekka Chivantha Vaanam (2018)
tt0298798,movie,Cherish,Cherish,0,2002,\N,Comedy Drama Mystery,6.7,2650,Cherish (2002)
tt7366338,tvMiniSeries,Chernobyl,Chernobyl,0,2019,2019,Drama History Thriller,9.4,480207,Chernobyl (2019)
tt1315350,movie,Cherry,Cherry,0,2010,\N,Comedy Drama,6.7,4373,Cherry (2010)
tt0910559,movie,Cherry Blossoms,Kirschblüten - Hanami,0,2008,\N,Drama Romance,7.6,5504,Cherry Blossoms (2008)
tt5151816,tvSeries,Chesapeake Shores,Chesapeake Shores,0,2016,\N,Drama Family,7.6,3835,Chesapeake Shores (2016– )
tt5097050,tvSeries,Chewing Gum,Chewing Gum,0,2015,2017,Comedy,7.7,6647,Chewing Gum (2015–2017)
tt0057940,movie,Cheyenne Autumn,Cheyenne Autumn,0,1964,\N,Drama History Western,6.8,4916,Cheyenne Autumn (1964)
tt9052870,movie,Chhichhore,Chhichhore,0,2019,\N,Comedy Drama,8.1,21411,Chhichhore (2019)
tt0072777,movie,Chhoti Si Baat,Chhoti Si Baat,0,1976,\N,Comedy Romance,8.3,3550,Chhoti Si Baat (1976)
tt0299658,movie,Chicago,Chicago,0,2002,\N,Comedy Crime Musical,7.1,211442,Chicago (2002)
tt2261391,tvSeries,Chicago Fire,Chicago Fire,0,2012,\N,Action Drama,7.9,33657,Chicago Fire (2012– )
tt0108724,tvSeries,Chicago Hope,Chicago Hope,0,1994,2000,Drama Mystery Thriller,6.8,3602,Chicago Hope (1994–2000)
tt5640060,tvSeries,Chicago Justice,Chicago Justice,0,2017,2017,Crime Drama,6.8,3402,Chicago Justice (2017)
tt4655480,tvSeries,Chicago Med,Chicago Med,0,2015,\N,Drama,7.5,12323,Chicago Med (2015– )
tt2805096,tvSeries,Chicago P.D.,Chicago P.D.,0,2014,\N,Action Crime Drama,8.1,26053,Chicago P.D. (2014– )
tt0120630,movie,Chicken Run,Chicken Run,0,2000,\N,Adventure Animation Comedy,7.0,173116,Chicken Run (2000)
tt1663321,movie,Chicken With Plums,Poulet aux prunes,0,2011,\N,Comedy Drama,7.0,8819,Chicken With Plums (2011)
tt1235830,movie,Chico & Rita,Chico & Rita,0,2010,\N,Animation Crime Drama,7.2,8471,Chico & Rita (2010)
tt0252985,movie,Chiedimi se sono felice,Chiedimi se sono felice,0,2000,\N,Comedy Drama,7.1,5244,Chiedimi se sono felice (2000)
tt1132474,movie,Chiko,Chiko,0,2008,\N,Crime Drama,6.8,3563,Chiko (2008)
tt1014763,movie,Child 44,Child 44,0,2015,\N,Crime Drama History,6.5,63829,Child 44 (2015)
tt0094862,movie,Child's Play,Child's Play,0,1988,\N,Horror Thriller,6.6,84537,Child's Play (1988)
tt2187115,movie,Child's Pose,Pozitia copilului,0,2013,\N,Drama,7.4,7608,Child's Pose (2013)
tt4146128,tvMiniSeries,Childhood's End,Childhood's End,0,2015,2015,Drama Sci-Fi Thriller,6.9,10810,Childhood's End (2015)
tt8381768,video,Childish Gambino: This Is America,Childish Gambino: This Is America,0,2018,\N,Crime Music Musical,9.2,3969,Childish Gambino: This Is America (2018– )
tt1839494,movie,Children Who Chase Lost Voices,Hoshi o ou kodomo,0,2011,\N,Adventure Animation Drama,7.2,13023,Children Who Chase Lost Voices (2011)
tt0287839,tvMiniSeries,Children of Dune,Children of Dune,0,2003,\N,Adventure Drama Fantasy,7.5,11712,Children of Dune (2003– )
tt0486219,movie,Children of Glory,"Szabadság, szerelem",0,2006,\N,Drama History Romance,6.9,3990,Children of Glory (2006)
tt0118849,movie,Children of Heaven,Bacheha-Ye aseman,0,1997,\N,Drama Family Sport,8.3,61432,Children of Heaven (1997)
tt0206634,movie,Children of Men,Children of Men,0,2006,\N,Drama Sci-Fi Thriller,7.9,453014,Children of Men (2006)
tt0090830,movie,Children of a Lesser God,Children of a Lesser God,0,1986,\N,Drama Romance,7.2,14548,Children of a Lesser God (1986)
tt1841542,movie,Children's Party,Chillar Party,0,2011,\N,Comedy Drama Family,7.4,6794,Children's Party (2011)
tt1325113,tvSeries,Childrens Hospital,Childrens Hospital,0,2008,2016,Comedy,7.8,6777,Childrens Hospital (2008–2016)
tt7569592,tvSeries,Chilling Adventures of Sabrina,Chilling Adventures of Sabrina,0,2018,2020,Drama Fantasy Horror,7.6,66969,Chilling Adventures of Sabrina (2018–2020)
tt0059012,movie,Chimes at Midnight,Campanadas a medianoche,0,1965,\N,Comedy Drama History,7.8,7474,Chimes at Midnight (1965)
tt1222815,movie,Chimpanzee,Chimpanzee,0,2012,\N,Documentary Family,7.2,5799,Chimpanzee (2012)
tt0094433,tvSeries,China Beach,China Beach,0,1988,1991,Drama History War,8.2,2503,China Beach (1988–1991)
tt0071315,movie,Chinatown,Chinatown,0,1974,\N,Drama Mystery Thriller,8.2,284469,Chinatown (1974)
tt0118852,movie,Chinese Coffee,Chinese Coffee,0,2000,\N,Drama,7.1,3783,Chinese Coffee (2000)
tt1937118,movie,Chinese Puzzle,Casse-tête chinois,0,2013,\N,Comedy Drama Romance,7.0,13065,Chinese Puzzle (2013)
tt0074312,movie,Chinese Roulette,Chinesisches Roulette,0,1976,\N,Drama Thriller,7.4,3521,Chinese Roulette (1976)
tt1705786,movie,Chinese Take-Out,Un cuento chino,0,2011,\N,Comedy Drama,7.3,16747,Chinese Take-Out (2011)
tt8472964,movie,Chintu Ka Birthday,Chintu Ka Birthday,0,2020,\N,Drama,8.0,2823,Chintu Ka Birthday (2020)
tt0096557,tvSeries,Chip 'n' Dale Rescue Rangers,Chip 'n' Dale Rescue Rangers,0,1988,1990,Adventure Animation Comedy,7.6,16655,Chip 'n' Dale Rescue Rangers (1988–1990)
tt0065547,movie,Chisum,Chisum,0,1970,\N,Biography Western,6.9,8709,Chisum (1970)
tt0214585,movie,Chithram,Chithram,0,1988,\N,Comedy Drama Musical,8.6,4200,Chithram (1988)
tt0062803,movie,Chitty Chitty Bang Bang,Chitty Chitty Bang Bang,0,1968,\N,Adventure Family Fantasy,6.9,39890,Chitty Chitty Bang Bang (1968)
tt0068205,movie,Chloe in the Afternoon,"L'amour, l'après-midi",0,1972,\N,Comedy Drama Romance,7.7,6141,Chloe in the Afternoon (1972)
tt0326672,tvSeries,Chobits,Chobits,0,2002,\N,Animation Comedy Drama,7.4,4040,Chobits (2002– )
tt4400038,movie,Chocolat,Chocolat,0,2016,\N,Biography Drama,7.0,6463,Chocolat (2016)
tt0094868,movie,Chocolat,Chocolat,0,1988,\N,Drama,7.3,2643,Chocolat (1988)
tt0241303,movie,Chocolat,Chocolat,0,2000,\N,Drama Romance,7.2,174640,Chocolat (2000)
tt1183252,movie,Chocolate,Chocolate,0,2008,\N,Action Drama,6.9,17017,Chocolate (2008)
tt1024715,movie,Choke,Choke,0,2008,\N,Comedy Drama,6.4,31167,Choke (2008)
tt0149601,movie,Cholera Street,Agir Roman,0,1997,\N,Crime Drama Romance,7.7,9642,Cholera Street (1997)
tt0087054,movie,Choose Me,Choose Me,0,1984,\N,Comedy Drama Romance,6.8,2542,Choose Me (1984)
tt0990404,movie,Chop Shop,Chop Shop,0,2007,\N,Drama,7.3,3958,Chop Shop (2007)
tt1353281,tvSeries,Chopped,Chopped,0,2007,\N,Reality-TV,7.5,3245,Chopped (2007– )
tt0221073,movie,Chopper,Chopper,0,2000,\N,Biography Crime Drama,7.2,35622,Chopper (2000)
tt10243678,movie,Chopsticks,Chopsticks,0,2019,\N,Comedy Drama,6.5,3732,Chopsticks (2019)
tt2390334,tvSeries,Chosen,Chosen,0,2013,\N,Action Drama Thriller,7.4,3455,Chosen (2013– )
tt4115752,movie,Chotushkone,Chotushkone,0,2014,\N,Thriller,8.2,2747,Chotushkone (2014)
tt1140100,tvSeries,Chowder,Chowder,0,2007,2010,Adventure Animation Comedy,7.3,11130,Chowder (2007–2010)
tt0206636,tvSpecial,Chris Rock: Bigger & Blacker,Chris Rock: Bigger & Blacker,0,1999,\N,Comedy Documentary,8.0,6471,Chris Rock: Bigger & Blacker (1999– )
tt0200529,tvSpecial,Chris Rock: Bring the Pain,Chris Rock: Bring the Pain,0,1996,\N,Comedy,8.2,3611,Chris Rock: Bring the Pain (1996– )
tt1213574,tvSpecial,"Chris Rock: Kill the Messenger - London, New York, Johannesburg","Chris Rock: Kill the Messenger - London, New York, Johannesburg",0,2008,\N,Comedy Documentary,7.7,3957,"Chris Rock: Kill the Messenger - London, New York, Johannesburg (2008– )"
tt0405832,tvSpecial,Chris Rock: Never Scared,Chris Rock: Never Scared,0,2004,\N,Comedy Documentary,8.0,4942,Chris Rock: Never Scared (2004– )
tt8005338,tvSpecial,Chris Rock: Tamborine,Chris Rock: Tamborine,0,2018,\N,Comedy,6.5,5599,Chris Rock: Tamborine (2018– )
tt0082176,movie,Christiane F.,Christiane F. - Wir Kinder vom Bahnhof Zoo,0,1981,\N,Biography Drama,7.6,20962,Christiane F. (1981)
tt4666726,movie,Christine,Christine,0,2016,\N,Biography Drama,6.9,12774,Christine (2016)
tt0085333,movie,Christine,Christine,0,1983,\N,Horror Thriller,6.7,69006,Christine (1983)
tt0772176,movie,Christmas Story,Joulutarina,0,2007,\N,Drama Family Fantasy,7.0,3438,Christmas Story (2007)
tt1834319,movie,Christmas Tango,To tango ton Hristougennon,0,2011,\N,Drama Romance,7.0,2913,Christmas Tango (2011)
tt4180032,tvMovie,Christmas Under Wraps,Christmas Under Wraps,0,2014,\N,Drama Romance,6.7,2754,Christmas Under Wraps (2014– )
tt0140825,movie,Christmas in August,Palwolui Keuriseumaseu,0,1998,\N,Drama Romance,7.6,3204,Christmas in August (1998)
tt0263206,video,Christmas in South Park,Christmas in South Park,0,2000,\N,Animation Comedy Musical,8.3,4078,Christmas in South Park (2000– )
tt2355762,tvMovie,Christmas with Holly,Christmas with Holly,0,2012,\N,Drama Family,7.0,2770,Christmas with Holly (2012– )
tt4575576,movie,Christopher Robin,Christopher Robin,0,2018,\N,Comedy Drama Family,7.3,65051,Christopher Robin (2018)
tt1651062,tvMovie,Christopher and His Kind,Christopher and His Kind,0,2011,\N,Biography Drama Romance,7.0,3928,Christopher and His Kind (2011– )
tt3850496,movie,Chronic,Chronic,0,2015,\N,Drama,6.6,2788,Chronic (2015)
tt1706593,movie,Chronicle,Chronicle,0,2012,\N,Drama Sci-Fi Thriller,7.0,236520,Chronicle (2012)
tt0479354,movie,Chronicle of an Escape,Crónica de una fuga,0,2006,\N,Crime Thriller,7.2,3353,Chronicle of an Escape (2006)
tt1610525,movie,Chuck,The Bleeder,0,2016,\N,Biography Drama Sport,6.5,5429,Chuck (2016)
tt0934814,tvSeries,Chuck,Chuck,0,2007,2012,Action Comedy Drama,8.2,124974,Chuck (2007–2012)
tt0200530,movie,Chuck & Buck,Chuck & Buck,0,2000,\N,Comedy Drama,6.5,5203,Chuck & Buck (2000)
tt0109424,movie,Chungking Express,Chung Hing sam lam,0,1994,\N,Comedy Crime Drama,8.1,59216,Chungking Express (1994)
tt0464160,movie,Chup Chup Ke,Chup Chup Ke,0,2006,\N,Comedy Drama Romance,6.8,7927,Chup Chup Ke (2006)
tt0053715,movie,Cimarron,Cimarron,0,1960,\N,Drama Romance Western,6.4,2561,Cimarron (1960)
tt9675274,movie,Cinayet Süsü,Cinayet Süsü,0,2019,\N,Comedy Crime,6.8,10247,Cinayet Süsü (2019)
tt0128996,tvMovie,Cinderella,Cinderella,0,1997,\N,Family Fantasy Musical,6.6,5758,Cinderella (1997– )
tt1661199,movie,Cinderella,Cinderella,0,2015,\N,Drama Family Fantasy,6.9,154470,Cinderella (2015)
tt0352248,movie,Cinderella Man,Cinderella Man,0,2005,\N,Biography Drama History,8.0,172808,Cinderella Man (2005)
tt0095765,movie,Cinema Paradiso,Nuovo Cinema Paradiso,0,1988,\N,Drama,8.5,220611,Cinema Paradiso (1988)
tt1623742,tvMovie,Cinema Verite,Cinema Verite,0,2011,\N,Drama,6.5,3508,Cinema Verite (2011– )
tt0112679,movie,Circle of Friends,Circle of Friends,0,1995,\N,Drama Romance,6.6,7889,Circle of Friends (1995)
tt1839522,movie,Circles,Krugovi,0,2013,\N,Drama,7.8,4630,Circles (2013)
tt8727582,movie,Circus of Books,Circus of Books,0,2019,\N,Biography Documentary,7.0,2772,Circus of Books (2019)
tt1792647,movie,Cirque du Soleil: Worlds Away,Cirque du Soleil: Worlds Away,0,2012,\N,Fantasy,6.8,7810,Cirque du Soleil: Worlds Away (2012)
tt0087060,movie,Ciske the Rat,Ciske de Rat,0,1984,\N,Crime Drama Thriller,7.0,2602,Ciske the Rat (1984)
tt1039952,movie,Citizen,Citizen,0,2001,\N,Action Drama Mystery,7.1,2509,Citizen (2001)
tt0115906,movie,Citizen Ruth,Citizen Ruth,0,1996,\N,Comedy Drama,7.0,7100,Citizen Ruth (1996)
tt0112681,tvMovie,Citizen X,Citizen X,0,1995,\N,Biography Crime Drama,7.5,17170,Citizen X (1995– )
tt4044364,movie,Citizenfour,Citizenfour,0,2014,\N,Biography Documentary News,8.0,51000,Citizenfour (2014)
tt0103950,movie,City Hunter,Sing si lip yan,0,1993,\N,Action Comedy Crime,6.5,9662,City Hunter (1993)
tt1982229,tvSeries,City Hunter,Siti hyunteo,0,2011,\N,Action Romance Thriller,8.2,4496,City Hunter (2011– )
tt1174730,movie,City Island,City Island,0,2009,\N,Comedy Drama,7.4,30257,City Island (2009)
tt0101587,movie,City Slickers,City Slickers,0,1991,\N,Comedy Western,6.7,46852,City Slickers (1991)
tt0120632,movie,City of Angels,City of Angels,0,1998,\N,Drama Fantasy Romance,6.7,111391,City of Angels (1998)
tt0970411,movie,City of Ember,City of Ember,0,2008,\N,Adventure Family Fantasy,6.5,61838,City of Ember (2008)
tt6333056,movie,City of Ghosts,City of Ghosts,0,2017,\N,Documentary War,7.4,3326,City of Ghosts (2017)
tt0317248,movie,City of God,Cidade de Deus,0,2002,\N,Crime Drama,8.6,682365,City of God (2002)
tt0103976,movie,City of Joy,City of Joy,0,1992,\N,Drama,6.5,4643,City of Joy (1992)
tt1124052,movie,City of Life and Death,Nanjing! Nanjing!,0,2009,\N,Drama History War,7.7,10146,City of Life and Death (2009)
tt0364801,tvSeries,City of Men,Cidade dos Homens,0,2002,2018,Comedy Crime Drama,8.3,2723,City of Men (2002–2018)
tt0870090,movie,City of Men,Cidade dos Homens,0,2007,\N,Crime Drama,7.2,14903,City of Men (2007)
tt3678782,movie,City of Revenge,Badlapur,0,2015,\N,Action Crime Drama,7.4,20944,City of Revenge (2015)
tt0080539,movie,City of Women,La città delle donne,0,1980,\N,Comedy Drama Fantasy,7.0,6136,City of Women (1980)
tt0093435,movie,City on Fire,Lung foo fung wan,0,1987,\N,Action Adventure Crime,7.1,5727,City on Fire (1987)
tt7187044,tvSeries,City on a Hill,City on a Hill,0,2019,\N,Crime Drama Thriller,7.5,5829,City on a Hill (2019– )
tt3709344,movie,CityLights,City Lights,0,2014,\N,Drama Thriller,7.3,4373,CityLights (2014)
tt0065772,movie,Claire's Knee,Le genou de Claire,0,1970,\N,Drama Romance,7.7,8412,Claire's Knee (1970)
tt1118804,tvSeries,Clannad,Clannad,0,2007,2008,Animation Comedy Drama,7.9,7271,Clannad (2007–2008)
tt1298820,tvSeries,Clannad: After Story,Clannad: After Story,0,2008,2009,Animation Comedy Drama,8.6,8165,Clannad: After Story (2008–2009)
tt1043903,tvMovie,Clapham Junction,Clapham Junction,0,2007,\N,Drama Romance,7.2,2647,Clapham Junction (2007– )
tt6613878,movie,Clara,Clara,0,2018,\N,Sci-Fi,6.7,2883,Clara (2018)
tt3061050,tvSeries,Clarence,Clarence,0,2013,2018,Adventure Animation Comedy,6.6,6531,Clarence (2013–2018)
tt0101065,tvSeries,Clarissa Explains It All,Clarissa Explains It All,0,1991,1994,Comedy Family,7.1,7745,Clarissa Explains It All (1991–1994)
tt5599692,movie,Clash,Eshtebak,0,2016,\N,Drama Thriller War,7.5,4711,Clash (2016)
tt0082186,movie,Clash of the Titans,Clash of the Titans,0,1981,\N,Action Adventure Family,6.9,39648,Clash of the Titans (1981)
tt5079788,tvSeries,Class,Class,0,2016,2016,Drama Sci-Fi,6.9,3843,Class (2016)
tt0101590,movie,Class Action,Class Action,0,1991,\N,Drama Thriller,6.4,6504,Class Action (1991)
tt0083739,movie,Class of 1984,Class of 1984,0,1982,\N,Action Crime Drama,6.6,9248,Class of 1984 (1982)
tt0052698,movie,Classe Tous Risques,Classe tous risques,0,1960,\N,Crime Drama Romance,7.5,3074,Classe Tous Risques (1960)
tt0867145,movie,Classmates,Classmates,0,2006,\N,Drama Mystery Romance,8.1,3200,Classmates (2006)
tt5640558,tvSeries,Claws,Claws,0,2017,\N,Comedy Crime Drama,7.3,5037,Claws (2017– )
tt0118863,movie,Clay Pigeons,Clay Pigeons,0,1998,\N,Comedy Crime,6.6,10506,Clay Pigeons (1998)
tt0985344,tvSeries,Claymore,Kureimoa,0,2007,2007,Action Adventure Animation,8.0,11782,Claymore (2007)
tt0388838,movie,Clean,Clean,0,2004,\N,Drama Music Romance,6.8,4412,Clean (2004)
tt0094884,movie,Clean and Sober,Clean and Sober,0,1988,\N,Drama,6.7,5470,Clean and Sober (1988)
tt0106579,movie,"Clean, Shaven","Clean, Shaven",0,1993,\N,Crime Drama Thriller,7.1,5110,"Clean, Shaven (1993)"
tt2279864,tvMovie,Clear History,Clear History,0,2013,\N,Comedy,6.5,16916,Clear History (2013– )
tt0109444,movie,Clear and Present Danger,Clear and Present Danger,0,1994,\N,Action Crime Drama,6.9,86971,Clear and Present Danger (1994)
tt0055852,movie,Cleo from 5 to 7,Cléo de 5 à 7,0,1962,\N,Comedy Drama Music,7.9,15399,Cleo from 5 to 7 (1962)
tt0178130,tvMiniSeries,Cleopatra,Cleopatra,0,1999,\N,Biography Drama Romance,6.6,3707,Cleopatra (1999– )
tt0056937,movie,Cleopatra,Cleopatra,0,1963,\N,Biography Drama History,7.0,28448,Cleopatra (1963)
tt8738964,movie,Clergy,Kler,0,2018,\N,Drama,7.4,4126,Clergy (2018)
tt0109445,movie,Clerks,Clerks,0,1994,\N,Comedy,7.7,208555,Clerks (1994)
tt0210413,tvSeries,Clerks,Clerks,0,2000,2001,Animation Comedy,7.4,11763,Clerks (2000–2001)
tt0424345,movie,Clerks II,Clerks II,0,2006,\N,Comedy,7.3,128519,Clerks II (2006)
tt4262142,tvMovie,Cleveland Abduction,Cleveland Abduction,0,2015,\N,Biography Crime Drama,6.7,4384,Cleveland Abduction (2015– )
tt4649420,tvSeries,Cleverman,Cleverman,0,2016,2017,Drama Fantasy Sci-Fi,6.4,3053,Cleverman (2016–2017)
tt0389860,movie,Click,Click,0,2006,\N,Comedy Drama Fantasy,6.4,298798,Click (2006)
tt0106582,movie,Cliffhanger,Cliffhanger,0,1993,\N,Action Adventure Thriller,6.4,116917,Cliffhanger (1993)
tt0233041,tvSeries,Clifford the Big Red Dog,Clifford the Big Red Dog,0,2000,2020,Animation Comedy Family,6.6,3618,Clifford the Big Red Dog (2000–2020)
tt0498097,movie,Climates,Iklimler,0,2006,\N,Drama Romance,7.2,11204,Climates (2006)
tt8359848,movie,Climax,Climax,0,2018,\N,Drama Horror Music,7.1,45373,Climax (2018)
tt5614844,tvSeries,Cloak & Dagger,Cloak & Dagger,0,2018,2019,Action Adventure Drama,6.7,16184,Cloak & Dagger (2018–2019)
tt0087065,movie,Cloak & Dagger,Cloak & Dagger,0,1984,\N,Action Adventure Crime,6.6,6645,Cloak & Dagger (1984)
tt0112688,movie,Clockers,Clockers,0,1995,\N,Crime Drama Mystery,6.9,20173,Clockers (1995)
tt0118866,movie,Clockwatchers,Clockwatchers,0,1997,\N,Comedy Drama,6.5,4490,Clockwatchers (1997)
tt0090852,movie,Clockwise,Clockwise,0,1986,\N,Comedy,6.6,11051,Clockwise (1986)
tt0305011,tvSeries,Clone High,Clone High,0,2002,2003,Animation Comedy Family,8.1,5685,Clone High (2002–2003)
tt0075860,movie,Close Encounters of the Third Kind,Close Encounters of the Third Kind,0,1977,\N,Drama Sci-Fi,7.6,178997,Close Encounters of the Third Kind (1977)
tt0103176,movie,Close to Eden,Urga,0,1991,\N,Drama,7.7,3336,Close to Eden (1991)
tt0100234,movie,Close-Up,Nema-ye Nazdik,0,1990,\N,Biography Crime Drama,8.3,14708,Close-Up (1990)
tt0060802,movie,Closely Watched Trains,Ostre sledované vlaky,0,1966,\N,Comedy Drama Romance,7.7,10906,Closely Watched Trains (1966)
tt0376541,movie,Closer,Closer,0,2004,\N,Drama Romance,7.2,198926,Closer (2004)
tt2017486,movie,Closer to the Moon,Closer to the Moon,0,2014,\N,Comedy Crime Drama,6.9,3827,Closer to the Moon (2014)
tt0101597,movie,Closet Land,Closet Land,0,1991,\N,Drama Thriller,7.0,2592,Closet Land (1991)
tt3638396,movie,Closet Monster,Closet Monster,0,2015,\N,Drama Fantasy Mystery,7.0,7298,Closet Monster (2015)
tt0488380,movie,Closing the Ring,Closing the Ring,0,2007,\N,Drama Romance,6.5,4295,Closing the Ring (2007)
tt2762970,tvMovie,Cloud 9,Cloud 9,0,2014,\N,Drama Family Sport,6.6,3731,Cloud 9 (2014– )
tt1371111,movie,Cloud Atlas,Cloud Atlas,0,2012,\N,Action Drama Mystery,7.4,338733,Cloud Atlas (2012)
tt0234217,movie,Clouds of May,Mayis Sikintisi,0,1999,\N,Comedy Drama,7.4,4698,Clouds of May (1999)
tt2452254,movie,Clouds of Sils Maria,Clouds of Sils Maria,0,2014,\N,Drama,6.7,26826,Clouds of Sils Maria (2014)
tt1985966,movie,Cloudy With a Chance of Meatballs 2,Cloudy with a Chance of Meatballs 2,0,2013,\N,Adventure Animation Comedy,6.4,87419,Cloudy With a Chance of Meatballs 2 (2013)
tt0844471,movie,Cloudy with a Chance of Meatballs,Cloudy with a Chance of Meatballs,0,2009,\N,Adventure Animation Comedy,6.9,198820,Cloudy with a Chance of Meatballs (2009)
tt1060277,movie,Cloverfield,Cloverfield,0,2008,\N,Action Adventure Horror,7.0,366077,Cloverfield (2008)
tt4680240,tvSeries,Club de Cuervos,Club de Cuervos,0,2015,\N,Comedy Drama,8.1,4697,Club de Cuervos (2015– )
tt0856778,movie,Clubbed,Clubbed,0,2008,\N,Action Crime Drama,6.8,3446,Clubbed (2008)
tt0088930,movie,Clue,Clue,0,1985,\N,Comedy Crime Mystery,7.3,77739,Clue (1985)
tt0112697,movie,Clueless,Clueless,0,1995,\N,Comedy Romance,6.8,174670,Clueless (1995)
tt0096560,tvSeries,Coach,Coach,0,1989,1997,Comedy Sport,6.9,5252,Coach (1989–1997)
tt0393162,movie,Coach Carter,Coach Carter,0,2005,\N,Biography Drama Sport,7.3,122435,Coach Carter (2005)
tt0080549,movie,Coal Miner's Daughter,Coal Miner's Daughter,0,1980,\N,Biography Drama Music,7.5,16166,Coal Miner's Daughter (1980)
tt4229236,movie,Cobain: Montage of Heck,Cobain: Montage of Heck,0,2015,\N,Animation Biography Documentary,7.5,27399,Cobain: Montage of Heck (2015)
tt0109450,movie,Cobb,Cobb,0,1994,\N,Biography Drama Sport,6.4,6949,Cobb (1994)
tt7221388,tvSeries,Cobra Kai,Cobra Kai,0,2018,\N,Action Comedy Drama,8.8,40964,Cobra Kai (2018– )
tt0094888,movie,Cobra Verde,Cobra Verde,0,1987,\N,Adventure Drama,7.0,6889,Cobra Verde (1987)
tt6970710,tvSeries,Cocaine Coast,Fariña,0,2018,2018,Crime Drama Thriller,8.0,2677,Cocaine Coast (2018)
tt0380268,movie,Cocaine Cowboys,Cocaine Cowboys,0,2006,\N,Crime Documentary History,7.8,12216,Cocaine Cowboys (2006)
tt1176726,movie,Cocaine Cowboys 2,Cocaine Cowboys 2,0,2008,\N,Crime Documentary History,6.7,2721,Cocaine Cowboys 2 (2008)
tt2380307,movie,Coco,Coco,0,2017,\N,Adventure Animation Family,8.4,345977,Coco (2017)
tt1035736,movie,Coco Before Chanel,Coco avant Chanel,0,2009,\N,Biography Drama,6.7,38133,Coco Before Chanel (2009)
tt1094661,tvMovie,Coco Chanel,Coco Chanel,0,2008,\N,Biography Drama,6.9,3409,Coco Chanel (2008– )
